no,Q1,P1,Q2,P2,Q3,P3,Q4,P4,Q5,P5,Q6,P6,Q7,P7,Q8,P8,Q9,P9,Q10,P10,Q11,P11,Q12,P12,Total,CustomerId,Classification
233,4,5,5,7,2,2,4,7,5,9,4,7,3,5,1,1,5,9,3,5,2,1,1,0,58,234,Aggressive
234,4,5,2,2,3,1,2,3,3,5,3,5,2,3,3,5,3,5,3,5,1,0,2,1,40,235,Balanced
235,6,1,5,7,1,5,2,3,3,5,3,5,3,5,3,5,2,3,2,3,1,0,2,1,43,236,Assertive
236,1,5,3,3,3,1,4,7,1,1,1,1,3,5,3,5,4,7,1,1,2,1,2,1,38,237,Balanced
237,4,5,2,2,1,5,1,1,1,1,3,5,3,5,3,5,3,5,2,3,2,1,2,1,39,238,Balanced
238,3,1,4,5,1,5,3,5,4,7,3,5,3,5,2,3,2,3,4,7,1,0,2,1,47,239,Assertive
239,3,1,3,3,2,2,4,7,3,5,1,1,3,5,3,5,4,7,2,3,2,1,2,1,41,240,Balanced
240,4,5,4,5,2,2,3,5,1,1,1,1,4,7,2,3,2,3,2,3,2,1,1,0,36,241,Balanced
241,2,3,5,7,2,2,3,5,5,9,3,5,2,3,2,3,3,5,3,5,2,1,1,0,48,242,Assertive
242,4,5,2,2,2,2,3,5,4,7,2,3,1,1,2,3,1,1,2,3,1,0,2,1,33,243,Balanced
243,2,3,2,2,1,5,3,5,3,5,3,5,1,1,2,3,2,3,2,3,2,1,2,1,37,244,Balanced
244,4,5,1,1,2,2,4,7,5,9,3,5,1,1,1,1,2,3,3,5,2,1,1,0,40,245,Balanced
245,6,1,1,1,3,1,4,7,5,9,4,7,3,5,1,1,4,7,3,5,2,1,1,0,45,246,Assertive
246,4,5,4,5,1,5,2,3,3,5,1,1,4,7,4,7,2,3,1,1,1,0,1,0,42,247,Assertive
247,2,3,4,5,2,2,2,3,1,1,4,7,2,3,2,3,4,7,1,1,1,0,2,1,36,248,Balanced
248,3,1,1,1,3,1,2,3,2,3,2,3,4,7,4,7,3,5,2,3,2,1,2,1,36,249,Balanced
249,3,1,3,3,1,5,2,3,1,1,3,5,4,7,1,1,5,9,1,1,1,0,1,0,36,250,Balanced
250,6,1,1,1,2,2,2,3,3,5,1,1,2,3,3,5,5,9,1,1,1,0,2,1,32,251,Balanced
251,3,1,2,2,1,5,2,3,5,9,1,1,4,7,3,5,3,5,4,7,1,0,2,1,46,252,Assertive
252,2,3,4,5,1,5,1,1,2,3,3,5,3,5,4,7,3,5,3,5,1,0,1,0,44,253,Assertive
253,2,3,5,7,3,1,3,5,4,7,2,3,3,5,2,3,5,9,1,1,1,0,1,0,44,254,Assertive
254,1,5,3,3,1,5,2,3,4,7,1,1,4,7,4,7,3,5,4,7,2,1,2,1,52,255,Assertive
255,6,1,4,5,1,5,3,5,3,5,1,1,3,5,3,5,1,1,2,3,2,1,2,1,38,256,Balanced
256,2,3,5,7,3,1,2,3,5,9,2,3,2,3,2,3,1,1,3,5,2,1,1,0,39,257,Balanced
257,2,3,1,1,2,2,4,7,1,1,3,5,2,3,3,5,2,3,2,3,1,0,2,1,34,258,Balanced
258,3,1,5,7,3,1,1,1,1,1,2,3,3,5,4,7,5,9,4,7,2,1,2,1,44,259,Assertive
259,5,3,4,5,3,1,4,7,4,7,1,1,3,5,3,5,4,7,4,7,1,0,2,1,49,260,Assertive
260,2,3,1,1,1,5,3,5,3,5,1,1,3,5,3,5,4,7,3,5,2,1,2,1,44,261,Assertive
261,3,1,1,1,3,1,2,3,4,7,3,5,1,1,3,5,5,9,3,5,2,1,1,0,39,262,Balanced
262,2,3,3,3,1,5,4,7,4,7,4,7,4,7,3,5,2,3,1,1,2,1,1,0,49,263,Assertive
263,4,5,2,2,3,1,4,7,4,7,4,7,4,7,2,3,2,3,2,3,1,0,2,1,46,264,Assertive
264,5,3,5,7,3,1,4,7,2,3,1,1,3,5,2,3,5,9,2,3,2,1,2,1,44,265,Assertive
265,3,1,5,7,3,1,2,3,3,5,1,1,2,3,1,1,5,9,4,7,2,1,2,1,40,266,Balanced
266,4,5,4,5,3,1,3,5,3,5,2,3,4,7,2,3,1,1,1,1,1,0,2,1,37,267,Balanced
267,6,1,3,3,2,2,2,3,1,1,3,5,4,7,3,5,1,1,2,3,2,1,2,1,33,268,Balanced
268,2,3,5,7,2,2,2,3,3,5,1,1,3,5,4,7,3,5,4,7,1,0,1,0,45,269,Assertive
269,6,1,4,5,2,2,1,1,1,1,2,3,1,1,2,3,2,3,1,1,2,1,2,1,23,270,Conservative
270,3,1,3,3,3,1,2,3,5,9,1,1,3,5,3,5,3,5,3,5,1,0,1,0,38,271,Balanced
271,5,3,3,3,1,5,1,1,3,5,3,5,4,7,1,1,5,9,4,7,1,0,2,1,47,272,Assertive
272,1,5,2,2,2,2,1,1,5,9,2,3,3,5,1,1,5,9,1,1,2,1,2,1,40,273,Balanced
273,3,1,3,3,3,1,4,7,2,3,2,3,3,5,3,5,5,9,2,3,1,0,2,1,41,274,Balanced
274,1,5,5,7,2,2,3,5,4,7,3,5,1,1,1,1,4,7,1,1,2,1,1,0,42,275,Assertive
275,3,1,2,2,3,1,2,3,4,7,3,5,3,5,4,7,3,5,3,5,2,1,1,0,42,276,Assertive
276,3,1,1,1,1,5,4,7,5,9,4,7,4,7,1,1,4,7,3,5,1,0,1,0,50,277,Assertive
277,1,5,2,2,2,2,4,7,2,3,3,5,1,1,3,5,3,5,1,1,1,0,1,0,36,278,Balanced
278,5,3,2,2,3,1,1,1,5,9,3,5,2,3,4,7,2,3,2,3,2,1,2,1,39,279,Balanced
279,2,3,3,3,3,1,2,3,4,7,1,1,2,3,2,3,1,1,1,1,1,0,2,1,27,280,Balanced
280,4,5,5,7,1,5,3,5,3,5,4,7,2,3,4,7,1,1,4,7,1,0,2,1,53,281,Assertive
281,2,3,4,5,1,5,4,7,4,7,3,5,1,1,1,1,2,3,1,1,2,1,1,0,39,282,Balanced
282,5,3,1,1,3,1,1,1,2,3,3,5,1,1,1,1,5,9,4,7,1,0,2,1,33,283,Balanced
283,1,5,2,2,3,1,3,5,2,3,2,3,4,7,4,7,2,3,2,3,2,1,1,0,40,284,Balanced
284,2,3,4,5,2,2,2,3,2,3,3,5,3,5,1,1,3,5,3,5,1,0,1,0,37,285,Balanced
285,2,3,1,1,2,2,1,1,1,1,4,7,3,5,3,5,5,9,4,7,2,1,2,1,43,286,Assertive
286,1,5,5,7,3,1,1,1,5,9,2,3,3,5,4,7,1,1,3,5,2,1,2,1,46,287,Assertive
287,3,1,2,2,1,5,4,7,2,3,1,1,4,7,2,3,4,7,4,7,1,0,2,1,44,288,Assertive
288,4,5,2,2,1,5,2,3,4,7,2,3,2,3,1,1,4,7,2,3,2,1,2,1,41,289,Balanced
289,4,5,4,5,3,1,3,5,2,3,2,3,4,7,3,5,3,5,4,7,2,1,2,1,48,290,Assertive
290,6,1,4,5,2,2,1,1,3,5,3,5,4,7,4,7,3,5,2,3,2,1,2,1,43,291,Assertive
291,2,3,2,2,2,2,2,3,3,5,1,1,4,7,2,3,5,9,4,7,2,1,1,0,43,292,Assertive
292,3,1,2,2,1,5,4,7,1,1,2,3,1,1,3,5,3,5,3,5,2,1,2,1,37,293,Balanced
293,2,3,4,5,2,2,4,7,3,5,2,3,2,3,1,1,5,9,3,5,1,0,2,1,44,294,Assertive
294,1,5,4,5,3,1,3,5,1,1,2,3,1,1,4,7,5,9,1,1,2,1,2,1,40,295,Balanced
295,6,1,3,3,3,1,1,1,3,5,2,3,3,5,4,7,4,7,1,1,1,0,2,1,35,296,Balanced
296,6,1,2,2,2,2,2,3,2,3,3,5,3,5,2,3,1,1,2,3,1,0,1,0,28,297,Balanced
297,4,5,5,7,3,1,1,1,2,3,4,7,4,7,3,5,2,3,4,7,2,1,1,0,47,298,Assertive
298,5,3,1,1,3,1,2,3,3,5,3,5,4,7,2,3,1,1,2,3,1,0,1,0,32,299,Balanced
299,4,5,1,1,2,2,3,5,3,5,3,5,3,5,3,5,3,5,4,7,2,1,1,0,46,300,Assertive
300,6,1,1,1,2,2,4,7,1,1,1,1,2,3,3,5,3,5,2,3,2,1,1,0,30,301,Balanced
301,5,3,5,7,3,1,2,3,2,3,2,3,1,1,1,1,4,7,2,3,1,0,2,1,33,302,Balanced
302,1,5,2,2,3,1,4,7,5,9,4,7,3,5,3,5,3,5,1,1,2,1,1,0,48,303,Assertive
303,4,5,1,1,1,5,4,7,4,7,3,5,4,7,2,3,5,9,4,7,1,0,2,1,57,304,Aggressive
304,1,5,4,5,1,5,1,1,1,1,1,1,4,7,4,7,2,3,1,1,2,1,2,1,38,305,Balanced
305,4,5,2,2,2,2,1,1,5,9,4,7,3,5,2,3,2,3,1,1,2,1,2,1,40,306,Balanced
306,5,3,1,1,1,5,2,3,3,5,4,7,3,5,3,5,1,1,4,7,1,0,1,0,42,307,Assertive
307,2,3,5,7,2,2,4,7,5,9,4,7,2,3,1,1,1,1,1,1,2,1,1,0,42,308,Assertive
308,4,5,3,3,1,5,2,3,2,3,2,3,4,7,1,1,4,7,3,5,1,0,2,1,43,309,Assertive
309,5,3,3,3,1,5,2,3,3,5,4,7,1,1,2,3,2,3,3,5,1,0,2,1,39,310,Balanced
310,5,3,2,2,2,2,4,7,2,3,4,7,4,7,1,1,1,1,3,5,2,1,1,0,39,311,Balanced
311,1,5,4,5,2,2,3,5,4,7,2,3,2,3,1,1,1,1,1,1,2,1,2,1,35,312,Balanced
312,2,3,4,5,1,5,4,7,3,5,4,7,1,1,2,3,5,9,4,7,1,0,1,0,52,313,Assertive
313,5,3,5,7,2,2,2,3,4,7,3,5,4,7,4,7,5,9,1,1,1,0,2,1,52,314,Assertive
314,3,1,1,1,2,2,1,1,3,5,1,1,1,1,2,3,5,9,3,5,2,1,2,1,31,315,Balanced
315,1,5,1,1,1,5,4,7,2,3,2,3,2,3,2,3,2,3,4,7,2,1,1,0,41,316,Balanced
316,4,5,1,1,3,1,4,7,1,1,4,7,2,3,2,3,4,7,4,7,1,0,1,0,42,317,Assertive
317,4,5,2,2,1,5,1,1,2,3,3,5,4,7,3,5,1,1,3,5,2,1,2,1,41,318,Balanced
318,5,3,4,5,2,2,2,3,4,7,1,1,3,5,1,1,3,5,1,1,1,0,2,1,34,319,Balanced
319,2,3,1,1,1,5,1,1,3,5,3,5,1,1,3,5,4,7,3,5,2,1,1,0,39,320,Balanced
320,5,3,3,3,1,5,2,3,2,3,1,1,1,1,3,5,3,5,1,1,2,1,1,0,31,321,Balanced
321,4,5,2,2,3,1,4,7,4,7,1,1,3,5,1,1,4,7,2,3,2,1,1,0,40,322,Balanced
322,3,1,3,3,3,1,1,1,5,9,2,3,4,7,2,3,1,1,2,3,1,0,1,0,32,323,Balanced
323,2,3,5,7,2,2,1,1,5,9,1,1,4,7,3,5,2,3,2,3,2,1,1,0,42,324,Assertive
324,5,3,2,2,3,1,3,5,4,7,2,3,4,7,3,5,3,5,1,1,2,1,1,0,40,325,Balanced
325,5,3,1,1,3,1,3,5,1,1,2,3,4,7,4,7,1,1,3,5,2,1,2,1,36,326,Balanced
326,4,5,3,3,3,1,3,5,1,1,1,1,2,3,3,5,1,1,3,5,1,0,1,0,30,327,Balanced
327,1,5,3,3,3,1,2,3,5,9,3,5,4,7,3,5,5,9,2,3,1,0,1,0,50,328,Assertive
328,2,3,4,5,2,2,4,7,4,7,3,5,3,5,1,1,4,7,3,5,2,1,1,0,48,329,Assertive
329,4,5,4,5,1,5,2,3,3,5,4,7,3,5,4,7,5,9,1,1,2,1,1,0,53,330,Assertive
330,4,5,1,1,3,1,2,3,1,1,4,7,2,3,1,1,2,3,3,5,1,0,2,1,31,331,Balanced
331,5,3,4,5,3,1,2,3,4,7,2,3,4,7,4,7,2,3,1,1,1,0,2,1,41,332,Balanced
332,2,3,2,2,2,2,1,1,3,5,3,5,2,3,3,5,4,7,3,5,1,0,2,1,39,333,Balanced
333,6,1,3,3,2,2,1,1,5,9,4,7,1,1,1,1,5,9,4,7,1,0,1,0,41,334,Balanced
334,6,1,1,1,2,2,4,7,3,5,2,3,4,7,1,1,1,1,4,7,1,0,2,1,36,335,Balanced
335,6,1,3,3,3,1,1,1,4,7,1,1,1,1,2,3,5,9,4,7,2,1,1,0,35,336,Balanced
336,1,5,4,5,1,5,1,1,2,3,1,1,1,1,3,5,2,3,4,7,1,0,1,0,36,337,Balanced
337,2,3,3,3,1,5,4,7,4,7,1,1,1,1,2,3,2,3,2,3,2,1,2,1,38,338,Balanced
338,1,5,2,2,3,1,4,7,1,1,2,3,4,7,1,1,1,1,4,7,2,1,2,1,37,339,Balanced
339,1,5,5,7,2,2,2,3,1,1,3,5,1,1,4,7,5,9,4,7,1,0,2,1,48,340,Assertive
340,2,3,2,2,1,5,1,1,3,5,2,3,4,7,2,3,4,7,1,1,1,0,1,0,37,341,Balanced
341,4,5,5,7,1,5,3,5,2,3,4,7,3,5,4,7,3,5,2,3,2,1,1,0,53,342,Assertive
342,4,5,5,7,1,5,3,5,4,7,3,5,3,5,2,3,2,3,2,3,2,1,2,1,50,343,Assertive
343,3,1,1,1,1,5,1,1,1,1,3,5,1,1,4,7,1,1,4,7,1,0,1,0,30,344,Balanced
344,5,3,3,3,3,1,3,5,5,9,4,7,1,1,2,3,2,3,1,1,1,0,2,1,37,345,Balanced
345,1,5,4,5,2,2,2,3,3,5,2,3,4,7,4,7,2,3,4,7,1,0,2,1,48,346,Assertive
346,3,1,2,2,1,5,1,1,1,1,4,7,2,3,1,1,3,5,2,3,1,0,2,1,30,347,Balanced
347,2,3,1,1,1,5,2,3,1,1,3,5,4,7,1,1,2,3,4,7,1,0,2,1,37,348,Balanced
348,4,5,2,2,1,5,2,3,4,7,3,5,2,3,2,3,5,9,3,5,2,1,2,1,49,349,Assertive
349,4,5,5,7,3,1,2,3,5,9,3,5,4,7,1,1,5,9,2,3,2,1,2,1,52,350,Assertive
350,6,1,2,2,2,2,3,5,4,7,4,7,1,1,2,3,3,5,3,5,2,1,1,0,39,351,Balanced
351,5,3,1,1,2,2,3,5,4,7,2,3,2,3,3,5,3,5,2,3,1,0,1,0,37,352,Balanced
352,6,1,5,7,1,5,2,3,5,9,3,5,4,7,4,7,2,3,1,1,1,0,1,0,48,353,Assertive
353,2,3,5,7,3,1,1,1,3,5,4,7,3,5,2,3,5,9,1,1,2,1,2,1,44,354,Assertive
354,2,3,4,5,1,5,4,7,3,5,3,5,3,5,1,1,1,1,1,1,2,1,2,1,40,355,Balanced
355,6,1,2,2,2,2,2,3,5,9,4,7,1,1,1,1,4,7,4,7,2,1,1,0,41,356,Balanced
356,5,3,4,5,1,5,2,3,4,7,2,3,4,7,1,1,2,3,2,3,1,0,1,0,40,357,Balanced
357,5,3,1,1,3,1,2,3,4,7,2,3,1,1,1,1,5,9,2,3,2,1,2,1,34,358,Balanced
358,3,1,3,3,1,5,1,1,1,1,1,1,3,5,1,1,3,5,1,1,2,1,2,1,26,359,Conservative
359,5,3,4,5,1,5,1,1,4,7,4,7,2,3,2,3,1,1,3,5,2,1,1,0,41,360,Balanced
360,6,1,5,7,2,2,1,1,1,1,1,1,4,7,1,1,4,7,3,5,1,0,1,0,33,361,Balanced
361,2,3,3,3,3,1,2,3,1,1,3,5,2,3,2,3,2,3,1,1,2,1,1,0,27,362,Balanced
362,5,3,2,2,2,2,3,5,2,3,3,5,3,5,3,5,5,9,3,5,1,0,2,1,45,363,Assertive
363,4,5,1,1,2,2,4,7,1,1,2,3,2,3,2,3,3,5,4,7,2,1,1,0,38,364,Balanced
364,6,1,3,3,1,5,2,3,4,7,4,7,1,1,1,1,3,5,4,7,1,0,2,1,41,365,Balanced
365,1,5,2,2,3,1,3,5,2,3,4,7,4,7,3,5,2,3,3,5,2,1,1,0,44,366,Assertive
366,3,1,5,7,2,2,3,5,3,5,4,7,4,7,1,1,3,5,2,3,1,0,1,0,43,367,Assertive
367,4,5,3,3,2,2,3,5,4,7,2,3,4,7,4,7,3,5,3,5,1,0,1,0,49,368,Assertive
368,1,5,4,5,2,2,2,3,3,5,1,1,4,7,3,5,3,5,2,3,1,0,1,0,41,369,Balanced
369,5,3,4,5,2,2,4,7,1,1,2,3,1,1,4,7,1,1,4,7,2,1,1,0,38,370,Balanced
370,2,3,5,7,1,5,3,5,4,7,1,1,3,5,4,7,4,7,4,7,2,1,1,0,55,371,Aggressive
371,5,3,5,7,3,1,1,1,4,7,4,7,2,3,1,1,5,9,3,5,1,0,1,0,44,372,Assertive
372,3,1,3,3,1,5,3,5,3,5,4,7,3,5,2,3,2,3,1,1,1,0,1,0,38,373,Balanced
373,4,5,1,1,1,5,3,5,1,1,4,7,3,5,3,5,5,9,2,3,1,0,1,0,46,374,Assertive
374,3,1,1,1,1,5,3,5,3,5,4,7,1,1,1,1,3,5,3,5,1,0,1,0,36,375,Balanced
375,5,3,4,5,1,5,4,7,4,7,3,5,3,5,1,1,5,9,3,5,1,0,2,1,53,376,Assertive
376,6,1,5,7,3,1,2,3,5,9,1,1,2,3,2,3,1,1,3,5,1,0,2,1,35,377,Balanced
377,2,3,3,3,1,5,4,7,4,7,2,3,2,3,2,3,1,1,1,1,2,1,2,1,38,378,Balanced
378,5,3,2,2,2,2,2,3,3,5,4,7,2,3,4,7,4,7,1,1,1,0,1,0,40,379,Balanced
379,5,3,5,7,2,2,3,5,2,3,3,5,2,3,2,3,3,5,3,5,1,0,1,0,41,380,Balanced
380,6,1,5,7,2,2,3,5,3,5,1,1,2,3,1,1,1,1,3,5,2,1,2,1,33,381,Balanced
381,4,5,1,1,3,1,1,1,4,7,4,7,1,1,2,3,1,1,4,7,1,0,1,0,34,382,Balanced
382,5,3,1,1,1,5,1,1,5,9,4,7,1,1,1,1,3,5,2,3,1,0,1,0,36,383,Balanced
383,4,5,5,7,3,1,2,3,2,3,2,3,3,5,2,3,3,5,4,7,2,1,1,0,43,384,Assertive
384,2,3,1,1,1,5,4,7,5,9,3,5,1,1,4,7,5,9,4,7,2,1,1,0,55,385,Aggressive
385,4,5,5,7,3,1,4,7,5,9,2,3,2,3,3,5,3,5,2,3,1,0,2,1,49,386,Assertive
386,2,3,2,2,3,1,4,7,4,7,1,1,3,5,3,5,1,1,1,1,1,0,2,1,34,387,Balanced
387,4,5,1,1,2,2,3,5,5,9,4,7,3,5,1,1,4,7,1,1,2,1,2,1,45,388,Assertive
388,1,5,4,5,1,5,1,1,1,1,4,7,3,5,3,5,4,7,1,1,1,0,2,1,43,389,Assertive
389,2,3,4,5,2,2,4,7,4,7,1,1,4,7,2,3,3,5,3,5,2,1,2,1,47,390,Assertive
390,2,3,4,5,2,2,3,5,2,3,3,5,1,1,2,3,1,1,3,5,1,0,1,0,33,391,Balanced
391,1,5,2,2,1,5,2,3,4,7,2,3,1,1,2,3,5,9,3,5,1,0,2,1,44,392,Assertive
392,5,3,5,7,1,5,4,7,3,5,4,7,4,7,3,5,2,3,1,1,2,1,2,1,52,393,Assertive
393,2,3,2,2,3,1,1,1,4,7,3,5,3,5,1,1,3,5,2,3,2,1,1,0,34,394,Balanced
394,3,1,3,3,1,5,4,7,4,7,2,3,4,7,3,5,3,5,4,7,1,0,2,1,51,395,Assertive
395,5,3,3,3,2,2,1,1,2,3,2,3,4,7,1,1,3,5,1,1,2,1,2,1,31,396,Balanced
396,6,1,3,3,1,5,3,5,2,3,4,7,1,1,3,5,1,1,1,1,2,1,1,0,33,397,Balanced
397,3,1,2,2,2,2,3,5,3,5,2,3,1,1,3,5,2,3,3,5,1,0,1,0,32,398,Balanced
398,4,5,5,7,1,5,1,1,3,5,4,7,4,7,2,3,5,9,4,7,1,0,2,1,57,399,Aggressive
399,1,5,3,3,2,2,2,3,2,3,4,7,2,3,4,7,4,7,2,3,1,0,2,1,44,400,Assertive
400,4,5,2,2,2,2,1,1,4,7,4,7,3,5,1,1,4,7,4,7,1,0,2,1,45,401,Assertive
401,2,3,2,2,3,1,2,3,4,7,4,7,3,5,2,3,2,3,2,3,2,1,2,1,39,402,Balanced
402,6,1,3,3,1,5,2,3,2,3,1,1,4,7,2,3,1,1,4,7,2,1,2,1,36,403,Balanced
403,5,3,4,5,3,1,3,5,1,1,3,5,2,3,2,3,4,7,3,5,1,0,2,1,39,404,Balanced
404,6,1,1,1,3,1,4,7,1,1,2,3,3,5,4,7,2,3,3,5,1,0,2,1,35,405,Balanced
405,2,3,2,2,2,2,1,1,1,1,1,1,1,1,2,3,3,5,3,5,2,1,1,0,25,406,Conservative
406,2,3,2,2,3,1,2,3,2,3,3,5,2,3,3,5,3,5,3,5,1,0,1,0,35,407,Balanced
407,2,3,1,1,2,2,3,5,2,3,2,3,2,3,2,3,1,1,4,7,2,1,1,0,32,408,Balanced
408,4,5,5,7,3,1,2,3,5,9,2,3,2,3,3,5,4,7,4,7,2,1,2,1,52,409,Assertive
409,3,1,1,1,1,5,4,7,4,7,2,3,1,1,2,3,1,1,3,5,2,1,1,0,35,410,Balanced
410,5,3,3,3,2,2,1,1,5,9,3,5,4,7,2,3,2,3,4,7,2,1,2,1,45,411,Assertive
411,6,1,5,7,2,2,3,5,4,7,3,5,3,5,2,3,2,3,4,7,1,0,2,1,46,412,Assertive
412,1,5,4,5,2,2,1,1,1,1,4,7,2,3,3,5,2,3,2,3,2,1,1,0,36,413,Balanced
413,4,5,4,5,1,5,2,3,3,5,2,3,3,5,3,5,3,5,2,3,2,1,1,0,45,414,Assertive
414,1,5,5,7,2,2,1,1,1,1,1,1,3,5,4,7,1,1,3,5,2,1,1,0,36,415,Balanced
415,5,3,3,3,3,1,4,7,2,3,1,1,4,7,1,1,2,3,1,1,2,1,2,1,32,416,Balanced
416,1,5,5,7,2,2,1,1,5,9,3,5,2,3,2,3,1,1,3,5,2,1,1,0,42,417,Assertive
417,2,3,5,7,1,5,4,7,3,5,3,5,2,3,4,7,5,9,3,5,1,0,2,1,57,418,Aggressive
418,3,1,5,7,2,2,1,1,3,5,2,3,4,7,1,1,1,1,4,7,2,1,2,1,37,419,Balanced
419,1,5,3,3,1,5,1,1,2,3,1,1,3,5,3,5,4,7,2,3,1,0,2,1,39,420,Balanced
420,1,5,4,5,2,2,3,5,2,3,2,3,3,5,4,7,3,5,3,5,2,1,2,1,47,421,Assertive
421,5,3,3,3,3,1,3,5,5,9,2,3,1,1,4,7,3,5,1,1,1,0,2,1,39,422,Balanced
422,1,5,3,3,3,1,4,7,2,3,4,7,4,7,4,7,1,1,4,7,1,0,1,0,48,423,Assertive
423,5,3,1,1,2,2,4,7,1,1,2,3,3,5,4,7,3,5,4,7,1,0,2,1,42,424,Assertive
424,6,1,4,5,2,2,1,1,1,1,2,3,2,3,2,3,3,5,4,7,2,1,2,1,33,425,Balanced
425,4,5,1,1,1,5,2,3,2,3,3,5,4,7,1,1,1,1,1,1,2,1,1,0,33,426,Balanced
426,2,3,4,5,3,1,1,1,4,7,2,3,3,5,2,3,5,9,1,1,1,0,1,0,38,427,Balanced
427,3,1,3,3,1,5,4,7,3,5,3,5,2,3,1,1,4,7,4,7,1,0,2,1,45,428,Assertive
428,2,3,5,7,3,1,2,3,1,1,2,3,2,3,3,5,4,7,3,5,2,1,1,0,39,429,Balanced
429,4,5,2,2,3,1,3,5,3,5,4,7,2,3,2,3,3,5,2,3,1,0,1,0,39,430,Balanced
430,1,5,4,5,3,1,2,3,5,9,3,5,4,7,3,5,1,1,2,3,2,1,2,1,46,431,Assertive
431,4,5,3,3,3,1,4,7,1,1,2,3,3,5,1,1,4,7,4,7,1,0,2,1,41,432,Balanced
432,2,3,2,2,2,2,3,5,3,5,3,5,2,3,4,7,1,1,4,7,2,1,1,0,41,433,Balanced
433,4,5,2,2,3,1,2,3,5,9,3,5,1,1,1,1,3,5,2,3,2,1,2,1,37,434,Balanced
434,4,5,4,5,2,2,1,1,5,9,1,1,4,7,2,3,1,1,1,1,2,1,2,1,37,435,Balanced
435,1,5,4,5,2,2,4,7,3,5,1,1,4,7,2,3,3,5,4,7,1,0,1,0,47,436,Assertive
436,5,3,1,1,3,1,1,1,4,7,3,5,3,5,2,3,2,3,1,1,1,0,1,0,30,437,Balanced
437,6,1,1,1,2,2,1,1,5,9,4,7,4,7,3,5,1,1,3,5,1,0,2,1,40,438,Balanced
438,6,1,1,1,1,5,4,7,3,5,2,3,4,7,4,7,5,9,3,5,1,0,2,1,51,439,Assertive
439,2,3,4,5,1,5,3,5,5,9,3,5,1,1,2,3,5,9,1,1,2,1,1,0,47,440,Assertive
440,6,1,5,7,2,2,3,5,2,3,1,1,4,7,1,1,5,9,4,7,1,0,2,1,44,441,Assertive
441,3,1,5,7,1,5,3,5,4,7,1,1,1,1,1,1,4,7,1,1,2,1,2,1,38,442,Balanced
442,4,5,2,2,2,2,2,3,3,5,1,1,2,3,2,3,1,1,4,7,2,1,1,0,33,443,Balanced
443,1,5,4,5,1,5,3,5,3,5,2,3,3,5,3,5,3,5,3,5,1,0,2,1,49,444,Assertive
444,5,3,2,2,1,5,2,3,3,5,1,1,4,7,4,7,5,9,3,5,1,0,2,1,48,445,Assertive
445,5,3,5,7,1,5,3,5,4,7,2,3,1,1,4,7,1,1,4,7,2,1,2,1,48,446,Assertive
446,1,5,3,3,2,2,1,1,4,7,2,3,3,5,3,5,4,7,2,3,1,0,2,1,42,447,Assertive
447,5,3,2,2,1,5,4,7,2,3,4,7,3,5,2,3,1,1,3,5,2,1,2,1,43,448,Assertive
448,2,3,3,3,2,2,1,1,1,1,1,1,3,5,1,1,1,1,4,7,2,1,2,1,27,449,Balanced
449,1,5,5,7,2,2,4,7,5,9,1,1,3,5,4,7,3,5,4,7,1,0,2,1,56,450,Aggressive
450,4,5,1,1,1,5,1,1,5,9,1,1,2,3,3,5,2,3,1,1,1,0,2,1,35,451,Balanced
451,1,5,1,1,3,1,1,1,2,3,3,5,2,3,4,7,5,9,2,3,2,1,2,1,40,452,Balanced
452,4,5,5,7,3,1,3,5,5,9,4,7,4,7,1,1,1,1,1,1,2,1,2,1,46,453,Assertive
453,5,3,5,7,1,5,3,5,3,5,1,1,2,3,4,7,4,7,3,5,1,0,2,1,49,454,Assertive
454,5,3,1,1,2,2,4,7,2,3,4,7,3,5,4,7,4,7,3,5,1,0,2,1,48,455,Assertive
455,4,5,2,2,2,2,1,1,1,1,2,3,2,3,1,1,3,5,4,7,2,1,1,0,31,456,Balanced
456,2,3,1,1,3,1,3,5,3,5,3,5,3,5,1,1,3,5,3,5,2,1,1,0,37,457,Balanced
457,6,1,1,1,3,1,3,5,5,9,2,3,2,3,3,5,2,3,2,3,1,0,2,1,35,458,Balanced
458,6,1,4,5,1,5,4,7,5,9,2,3,4,7,3,5,3,5,3,5,1,0,2,1,53,459,Assertive
459,5,3,5,7,2,2,2,3,1,1,4,7,1,1,3,5,2,3,1,1,2,1,1,0,34,460,Balanced
460,1,5,5,7,1,5,2,3,5,9,4,7,3,5,1,1,5,9,1,1,1,0,1,0,52,461,Assertive
461,5,3,4,5,2,2,2,3,3,5,1,1,4,7,1,1,4,7,4,7,2,1,1,0,42,462,Assertive
462,5,3,5,7,2,2,2,3,2,3,4,7,1,1,1,1,1,1,3,5,2,1,1,0,34,463,Balanced
463,1,5,2,2,2,2,2,3,5,9,2,3,2,3,4,7,1,1,4,7,1,0,2,1,43,464,Assertive
464,3,1,2,2,2,2,1,1,1,1,1,1,4,7,2,3,3,5,1,1,1,0,2,1,25,465,Conservative
465,1,5,4,5,1,5,1,1,2,3,4,7,2,3,1,1,1,1,2,3,2,1,1,0,35,466,Balanced
466,5,3,5,7,3,1,2,3,1,1,4,7,2,3,2,3,1,1,1,1,2,1,1,0,31,467,Balanced
467,6,1,5,7,3,1,4,7,5,9,1,1,4,7,2,3,5,9,4,7,2,1,1,0,53,468,Assertive
