,nature,outlier,stocks
609,Balanced,[37],"[44, 25, 37, 57, 49, 32, 30, 42, 5]"
610,Assertive,"[32, 23]","[32, 44, 8, 23, 36, 22, 30, 38]"
611,Balanced,"[11, 39]","[49, 30, 11, 47, 27, 39, 26]"
612,Assertive,[32],"[33, 31, 34, 32]"
613,Balanced,"[55, 43]","[55, 52, 38, 26, 42, 43, 35, 46, 25]"
614,Balanced,[31],"[47, 51, 16, 31, 48, 15, 29, 41]"
615,Balanced,[33],"[21, 47, 33, 52, 48, 16]"
616,Balanced,[],"[42, 27]"
617,Assertive,"[37, 39]","[44, 37, 39, 15, 55, 33, 35]"
618,Assertive,[39],"[33, 50, 39]"
619,Balanced,[37],"[37, 42, 25]"
620,Balanced,[],"[29, 28, 30, 44, 34, 24, 26]"
621,Balanced,[],"[44, 16, 12, 54, 38, 46, 21]"
622,Balanced,"[33, 43]","[32, 33, 43, 20, 29]"
623,Balanced,[],"[18, 8, 22, 30]"
624,Balanced,[],"[12, 28, 34]"
625,Assertive,"[13, 27]","[33, 20, 16, 19, 42, 13, 25, 51, 27, 14]"
626,Balanced,[37],"[14, 23, 56, 46, 32, 42, 53, 37, 41]"
627,Balanced,[13],"[13, 30]"
628,Balanced,[31],"[31, 38]"
629,Assertive,[],"[6, 28, 29]"
630,Assertive,"[39, 46, 37]","[44, 38, 51, 17, 39, 28, 34, 46, 37]"
631,Assertive,[32],"[32, 29, 42, 16, 22]"
632,Assertive,"[39, 27, 46]","[39, 31, 27, 24, 26, 53, 46]"
633,Balanced,[37],"[25, 45, 28, 47, 37, 48]"
634,Balanced,"[43, 31]","[43, 27, 35, 45, 31]"
635,Assertive,"[32, 27]","[32, 47, 56, 21, 25, 27, 30, 29]"
636,Balanced,[43],"[28, 20, 29, 57, 43, 56, 16]"
637,Balanced,[31],"[9, 47, 31, 57]"
638,Assertive,[43],"[43, 48, 52, 20, 42, 14, 19]"
639,Balanced,[],"[35, 22, 19, 36, 27]"
640,Balanced,[39],"[20, 53, 16, 39, 17, 47, 27, 21, 35]"
641,Assertive,[13],"[22, 13, 25, 34, 15, 38, 51, 28]"
642,Balanced,[],"[47, 42, 34, 19, 36]"
643,Balanced,"[33, 37]","[36, 22, 24, 50, 28, 38, 41, 33, 37]"
644,Assertive,"[46, 23]","[26, 46, 23, 35]"
645,Balanced,[39],"[32, 39, 44]"
646,Assertive,"[39, 12]","[26, 55, 39, 45, 16, 36, 54, 22, 24, 12, 30]"
647,Balanced,[],"[30, 15, 42, 40, 28, 41, 26, 8]"
648,Balanced,[33],"[33, 44, 50, 20, 19, 28]"
649,Balanced,[],[36]
650,Assertive,[],"[29, 8, 22]"
651,Assertive,[13],"[53, 22, 15, 31, 25, 13, 44, 30]"
652,Balanced,[39],"[21, 12, 29, 36, 47, 46, 34, 32, 44, 39, 24]"
653,Balanced,[31],"[31, 22, 34]"
654,Aggressive,"[48, 24]","[29, 48, 37, 17, 40, 24, 4]"
655,Assertive,[37],"[45, 28, 37, 15]"
656,Balanced,"[31, 6, 33]","[15, 28, 31, 6, 24, 45, 33, 52, 19]"
657,Balanced,[33],"[25, 27, 33, 12]"
658,Balanced,[],"[27, 10, 44, 35, 42, 32]"
659,Assertive,"[43, 12, 32, 27, 11]","[43, 12, 32, 48, 27, 42, 11]"
660,Assertive,[46],"[45, 7, 14, 40, 6, 52, 36, 57, 5, 24, 46]"
661,Balanced,[31],"[29, 31, 16, 34, 14, 47, 51, 30]"
662,Assertive,"[32, 41, 39, 27]","[32, 16, 41, 39, 27]"
663,Conservative,"[47, 26, 20, 4, 53, 37]","[47, 26, 24, 20, 4, 36, 48, 53, 37]"
664,Assertive,[],"[24, 34, 20, 30, 14, 31, 35, 22]"
665,Balanced,[],"[14, 49, 32, 21, 18, 35, 30]"
666,Balanced,[],"[26, 21, 48, 29]"
667,Balanced,[],"[42, 45, 41, 27, 44, 19, 49, 24]"
668,Aggressive,[18],"[18, 33]"
669,Assertive,"[41, 39]","[42, 41, 18, 17, 39, 40]"
670,Assertive,"[10, 32, 23, 43]","[10, 32, 23, 40, 34, 35, 36, 24, 43]"
671,Conservative,[37],"[37, 28, 41]"
672,Conservative,"[31, 47, 4]","[7, 31, 45, 47, 4, 34, 24]"
673,Balanced,[43],"[34, 32, 30, 43]"
674,Assertive,[],"[33, 34, 31, 40]"
675,Balanced,[43],"[24, 50, 52, 43]"
676,Balanced,[],"[32, 22, 53]"
677,Assertive,"[13, 23]","[20, 45, 13, 23, 35]"
678,Conservative,"[43, 29, 57]","[43, 7, 45, 30, 29, 57, 48]"
679,Balanced,[],"[40, 57, 42, 45, 28, 27, 21, 22, 46, 47]"
680,Balanced,[37],"[27, 19, 42, 37, 40]"
681,Balanced,[37],"[21, 16, 30, 37, 24, 29]"
682,Balanced,[37],"[17, 23, 20, 37, 24]"
683,Balanced,"[37, 43]","[38, 49, 37, 53, 47, 43]"
684,Assertive,"[41, 10]","[50, 41, 10, 14]"
685,Assertive,"[41, 39, 12]","[41, 50, 39, 19, 44, 38, 56, 31, 35, 12]"
686,Conservative,"[37, 29, 33, 26, 39]","[18, 37, 29, 34, 9, 23, 33, 26, 24, 39]"
687,Balanced,[],"[12, 34, 32, 42, 50, 29, 41]"
688,Balanced,"[13, 31]","[40, 47, 16, 13, 27, 54, 15, 31, 29, 41]"
689,Balanced,[],"[40, 54, 47, 36, 18, 44, 38, 30]"
690,Balanced,"[39, 31]","[7, 23, 14, 39, 38, 8, 31, 28, 17, 44]"
691,Balanced,"[31, 13]","[26, 48, 31, 29, 47, 27, 13, 15]"
692,Assertive,[27],"[27, 34, 24, 26]"
693,Assertive,[],"[33, 35, 38]"
694,Balanced,[33],"[48, 12, 25, 33, 38, 28]"
695,Aggressive,"[7, 30]","[7, 30, 47, 21, 37, 40, 31, 13]"
696,Balanced,[],"[30, 50, 22]"
697,Balanced,"[33, 6]","[44, 33, 40, 23, 10, 19, 6]"
698,Balanced,[],"[8, 49, 32, 52, 40, 36]"
699,Balanced,[],"[52, 51, 45, 17, 26, 41, 25]"
700,Balanced,"[6, 31]","[35, 40, 19, 41, 6, 42, 31, 28]"
701,Assertive,"[23, 39]","[14, 44, 18, 23, 19, 15, 16, 33, 39, 42, 47]"
702,Assertive,[49],"[45, 49, 14, 22, 18, 16, 21]"
703,Assertive,"[32, 27]","[32, 27, 33]"
704,Assertive,[],"[22, 45, 36]"
705,Assertive,[9],"[24, 31, 33, 52, 9, 42]"
706,Balanced,[33],"[24, 21, 34, 59, 33]"
707,Balanced,[33],"[33, 44]"
708,Assertive,[32],"[31, 20, 40, 32, 29]"
709,Assertive,[],"[33, 35, 28, 25, 55, 18, 40, 30, 22, 45, 57, 31, 29]"
710,Balanced,"[31, 33]","[50, 31, 32, 26, 21, 25, 34, 33, 27]"
711,Balanced,[39],"[26, 39, 52, 17]"
712,Aggressive,"[45, 36]","[29, 45, 31, 36, 33, 44]"
713,Assertive,[32],"[34, 32, 35, 40]"
714,Assertive,"[9, 27]","[9, 36, 27, 45]"
715,Balanced,[],"[10, 27, 52, 15, 44, 34, 36]"
716,Assertive,"[13, 37]","[14, 22, 25, 13, 15, 37]"
717,Balanced,[11],"[42, 12, 11, 49]"
718,Balanced,[55],"[25, 17, 21, 55]"
719,Assertive,"[39, 27]","[19, 47, 39, 27]"
720,Assertive,"[49, 27, 43]","[49, 29, 27, 35, 43, 42, 17]"
721,Balanced,[],"[22, 38, 29]"
722,Assertive,[37],"[37, 25, 38, 7, 22, 24, 51, 31]"
723,Assertive,"[27, 37, 46]","[27, 37, 33, 54, 46, 45]"
724,Assertive,"[32, 43]","[32, 43]"
725,Conservative,"[26, 42, 6]","[27, 26, 42, 6, 28]"
726,Balanced,[],"[40, 34, 25, 20]"
727,Assertive,"[23, 13]","[23, 33, 25, 13]"
728,Balanced,[],"[47, 28, 30, 24, 44, 8, 27, 21]"
729,Assertive,"[23, 49]","[28, 44, 51, 23, 49, 8, 14]"
730,Balanced,"[33, 37]","[33, 32, 37, 26, 28, 41, 25, 23]"
731,Balanced,[33],"[24, 27, 26, 33, 32, 38, 16]"
732,Balanced,[39],"[34, 39, 44, 46, 38]"
733,Conservative,"[39, 11, 17, 29]","[34, 39, 11, 17, 30, 12, 29]"
734,Balanced,[],"[14, 36, 26, 30, 28]"
735,Balanced,"[33, 37, 13]","[30, 8, 34, 36, 33, 37, 32, 13, 22, 48]"
736,Assertive,[],"[28, 48, 25, 38]"
737,Assertive,"[43, 27]","[43, 27, 38, 30]"
738,Assertive,"[12, 39]","[44, 12, 51, 39, 22]"
739,Aggressive,"[45, 23, 9, 28, 24, 49]","[45, 23, 9, 29, 21, 28, 25, 24, 44, 49]"
740,Balanced,[11],"[48, 11, 41, 32, 29, 30]"
741,Assertive,[23],"[23, 29, 30, 16, 47, 34, 22, 52]"
742,Balanced,"[31, 43]","[32, 31, 25, 52, 15, 18, 43]"
743,Balanced,[],"[45, 12, 32, 51, 36, 17]"
744,Balanced,"[33, 39]","[59, 33, 39, 41, 30, 46]"
745,Balanced,[33],"[44, 29, 32, 33]"
746,Balanced,"[37, 33]","[37, 46, 40, 24, 36, 33, 21, 16, 19]"
747,Assertive,[],"[25, 30, 33]"
748,Assertive,[],"[22, 35, 19, 47]"
749,Balanced,[],"[17, 28, 40, 47, 50, 30]"
750,Balanced,"[37, 31]","[37, 34, 23, 32, 36, 28, 31, 50]"
751,Balanced,[],"[32, 24, 27, 23, 51, 18, 30]"
752,Assertive,"[37, 43]","[17, 28, 36, 55, 37, 7, 31, 43, 58]"
753,Assertive,[27],"[21, 18, 33, 27]"
754,Balanced,[],"[46, 22, 42]"
755,Balanced,[11],"[20, 24, 11, 21, 28, 15]"
756,Balanced,[],"[26, 41, 17, 32, 40]"
757,Balanced,[],"[19, 36, 26, 16, 41, 40]"
758,Balanced,"[39, 33]","[34, 39, 33, 35, 50, 59, 25, 23, 21, 47, 32, 10]"
759,Balanced,[11],"[11, 41, 36, 35, 16, 15]"
760,Balanced,"[13, 31, 37, 39]","[26, 53, 28, 13, 31, 37, 39, 46, 32]"
761,Conservative,[52],"[34, 52]"
762,Balanced,[60],"[41, 35, 60, 23, 42, 12]"
763,Assertive,[46],"[38, 46, 55, 51, 42]"
764,Balanced,"[31, 39]","[26, 31, 51, 30, 32, 41, 39, 28, 36]"
765,Assertive,"[27, 46, 13]","[31, 27, 46, 13, 50, 47, 24]"
766,Assertive,"[41, 27]","[41, 25, 27, 19, 30, 29]"
767,Balanced,"[13, 39]","[35, 13, 28, 39, 40, 22, 50, 42]"
768,Balanced,"[31, 37]","[15, 53, 38, 29, 24, 31, 37]"
769,Balanced,[],"[24, 30, 14, 52, 27]"
770,Balanced,"[37, 31]","[48, 51, 29, 25, 37, 31]"
771,Balanced,"[31, 39]","[20, 35, 30, 48, 53, 31, 54, 39, 22, 18]"
772,Balanced,"[31, 6]","[28, 29, 45, 10, 31, 48, 6, 25, 41]"
773,Assertive,[27],"[44, 35, 27]"
774,Assertive,"[13, 32]","[36, 19, 47, 17, 35, 13, 26, 16, 38, 32]"
775,Assertive,"[39, 23]","[33, 18, 39, 38, 16, 44, 23]"
776,Balanced,"[39, 33]","[45, 39, 33, 46, 28, 42, 29]"
777,Balanced,"[43, 11]","[8, 38, 30, 43, 40, 41, 14, 11]"
778,Assertive,[37],"[42, 37, 28, 44, 25]"
779,Assertive,"[27, 32]","[36, 19, 27, 48, 32, 17, 30]"
780,Balanced,"[43, 13]","[50, 30, 28, 46, 43, 29, 27, 13, 15, 23, 21, 36]"
781,Assertive,"[46, 13, 32, 23]","[22, 46, 13, 36, 24, 20, 32, 15, 35, 30, 42, 26, 25, 53, 23, 14, 8]"
782,Assertive,"[46, 23]","[38, 36, 50, 46, 23]"
783,Balanced,[],"[35, 47, 34]"
784,Assertive,[],"[42, 22, 24, 36, 30, 29]"
785,Assertive,"[41, 43, 32]","[17, 41, 45, 33, 43, 32, 31, 34]"
786,Balanced,"[37, 31]","[26, 37, 31]"
787,Balanced,[],"[49, 54, 40, 16]"
788,Assertive,"[46, 32, 37]","[36, 46, 45, 35, 32, 19, 22, 21, 37, 18, 15]"
789,Assertive,"[11, 27, 32]","[31, 11, 36, 28, 29, 27, 32, 42]"
790,Assertive,[27],"[27, 34]"
791,Assertive,"[60, 39]","[26, 60, 17, 52, 14, 55, 35, 39]"
792,Assertive,[49],"[22, 24, 52, 49, 44, 29]"
793,Assertive,[43],"[36, 29, 40, 43, 15]"
794,Balanced,[31],"[25, 19, 27, 36, 31, 49, 23]"
795,Balanced,[],"[53, 22, 58, 5, 17, 27, 25, 35, 23, 20, 30, 34]"
796,Balanced,[],"[46, 38, 24, 32, 26]"
797,Assertive,"[39, 41]","[39, 33, 53, 30, 15, 28, 41]"
798,Balanced,"[31, 43]","[30, 34, 20, 49, 17, 31, 46, 42, 43]"
799,Balanced,[],"[44, 57, 48, 32, 40, 23, 21, 41]"
800,Balanced,[],"[49, 45, 18, 40]"
801,Balanced,[55],"[40, 34, 8, 17, 25, 55]"
802,Balanced,"[39, 37, 11, 33]","[39, 37, 9, 11, 33, 35, 30, 21]"
803,Balanced,"[39, 33]","[39, 44, 25, 42, 50, 33, 27, 28, 29]"
804,Assertive,"[32, 13, 46]","[32, 24, 13, 35, 7, 31, 46, 16, 19]"
805,Balanced,[31],"[19, 18, 44, 34, 30, 36, 22, 28, 38, 31, 10]"
806,Balanced,[39],"[38, 34, 41, 32, 20, 49, 39]"
807,Assertive,[23],"[33, 23, 50, 24, 20]"
808,Balanced,[],"[49, 47, 17, 40, 28, 35]"
809,Balanced,"[43, 39]","[40, 43, 54, 47, 39, 44, 21]"
810,Balanced,"[33, 31, 37]","[29, 24, 33, 51, 17, 31, 52, 30, 34, 26, 27, 37]"
811,Aggressive,[46],"[42, 50, 46, 17, 57]"
812,Balanced,[],"[26, 56, 19, 34, 45, 27]"
813,Assertive,"[49, 37]","[26, 49, 21, 35, 33, 29, 37, 50]"
814,Aggressive,"[36, 51, 49, 32]","[36, 50, 39, 21, 5, 51, 49, 32]"
815,Assertive,"[13, 23, 37, 32]","[13, 47, 23, 26, 28, 37, 34, 18, 32, 33, 42]"
816,Balanced,[37],"[40, 32, 37, 59, 24, 52, 17]"
817,Conservative,"[33, 31, 14]","[27, 33, 31, 45, 51, 30, 14]"
818,Assertive,"[12, 32]","[12, 20, 32, 40, 33, 55, 14, 36, 38]"
819,Assertive,[37],"[18, 40, 17, 8, 56, 37, 21, 35]"
820,Balanced,"[13, 43, 37]","[24, 42, 19, 21, 32, 13, 43, 16, 50, 30, 37]"
821,Assertive,"[43, 9, 10, 32, 39, 46]","[45, 43, 35, 9, 10, 30, 32, 39, 47, 46, 29, 38]"
822,Assertive,[37],"[37, 20, 18, 35, 33, 45, 30, 56, 29]"
823,Balanced,[11],"[18, 11, 23, 34, 14, 8]"
824,Balanced,[31],"[29, 44, 31, 28, 50, 47, 57, 15, 10]"
825,Balanced,[],"[32, 23, 22, 34, 30, 8, 27, 28, 20, 42, 25]"
826,Balanced,[],"[14, 44, 28, 12, 57]"
827,Balanced,[],"[28, 22, 44, 47]"
828,Assertive,"[11, 32, 37]","[11, 45, 42, 34, 32, 48, 25, 37, 31, 33]"
829,Balanced,[39],"[39, 35, 26, 42, 52]"
830,Balanced,[33],"[33, 25, 48, 27, 9, 53, 38, 14, 20]"
831,Balanced,"[33, 39]","[19, 7, 41, 33, 36, 27, 39, 34, 38]"
832,Balanced,[],"[29, 20, 24, 54, 42, 19, 35, 38, 34]"
833,Assertive,"[41, 39, 13, 37]","[17, 33, 41, 39, 13, 37, 18]"
834,Balanced,[33],"[33, 46, 24, 44, 50, 48]"
835,Assertive,"[27, 39, 32]","[27, 17, 50, 39, 42, 25, 32, 18, 30]"
836,Assertive,[37],"[37, 30, 36, 16, 21, 54, 24]"
837,Balanced,[],"[21, 45, 27, 20]"
838,Assertive,[39],"[33, 52, 40, 39, 36]"
839,Assertive,[],"[50, 20, 30, 35]"
840,Balanced,"[33, 6]","[50, 28, 23, 33, 6, 24, 16, 17, 26]"
841,Balanced,[33],"[33, 32, 25, 29]"
842,Balanced,[],"[42, 21, 24]"
843,Balanced,[39],"[24, 52, 39, 27, 46, 29, 34, 23]"
844,Aggressive,"[36, 49, 32, 24, 23]","[33, 31, 35, 52, 38, 22, 21, 36, 49, 32, 24, 23]"
845,Balanced,"[43, 31]","[27, 9, 43, 20, 31]"
846,Balanced,"[37, 33]","[48, 25, 30, 36, 38, 37, 34, 46, 33]"
847,Assertive,[],"[25, 19, 35, 50]"
848,Balanced,[],"[41, 32, 26, 7, 10, 51, 40]"
849,Balanced,"[31, 13, 33, 39]","[31, 32, 29, 23, 30, 13, 14, 33, 39]"
850,Assertive,"[23, 27, 41, 13, 11, 43, 10]","[23, 38, 34, 27, 41, 17, 13, 11, 43, 10, 19]"
851,Assertive,"[32, 49, 23, 46]","[32, 22, 33, 49, 23, 18, 28, 30, 42, 17, 46]"
852,Balanced,"[43, 31, 33, 39]","[14, 41, 40, 43, 35, 31, 33, 39]"
853,Assertive,"[37, 39, 46]","[31, 50, 33, 37, 39, 46, 29, 30, 24]"
854,Balanced,[],"[45, 25, 32, 17, 40, 9, 36, 35]"
855,Balanced,[31],"[29, 19, 24, 50, 38, 31, 30]"
856,Balanced,"[39, 33]","[26, 42, 53, 44, 39, 48, 47, 41, 33, 30, 54]"
857,Assertive,[],"[33, 52, 15, 31]"
858,Assertive,[32],"[51, 26, 38, 55, 32, 34, 45, 33]"
859,Balanced,[31],"[28, 50, 25, 29, 31, 35, 42]"
860,Assertive,[],"[40, 36, 30]"
861,Assertive,"[37, 32]","[24, 30, 36, 37, 35, 32, 42, 47]"
862,Assertive,"[32, 39]","[32, 14, 22, 28, 39]"
863,Balanced,[31],"[31, 19, 29, 17, 10, 52, 16]"
864,Balanced,[31],"[8, 57, 30, 31, 35, 34, 21, 45, 16]"
865,Assertive,[],"[6, 28, 38, 29, 51]"
866,Assertive,[39],"[39, 21, 29, 36, 53, 31, 38]"
867,Assertive,[12],"[19, 35, 30, 12, 47, 24]"
868,Balanced,"[43, 31]","[22, 43, 52, 31, 20, 47, 40, 30, 36, 27, 9]"
869,Balanced,"[11, 31]","[34, 24, 42, 32, 11, 52, 31, 15]"
870,Balanced,"[39, 31]","[27, 40, 52, 39, 31, 28, 54, 20, 41]"
871,Assertive,"[23, 32, 41]","[23, 33, 8, 32, 41, 29, 42, 30]"
872,Aggressive,"[19, 12, 46, 34, 32]","[19, 37, 31, 12, 38, 46, 34, 32, 25]"
873,Balanced,"[31, 43]","[27, 28, 31, 43, 51, 15, 22, 10, 36, 25, 7, 26]"
874,Assertive,[],"[26, 22, 25, 42, 34]"
875,Balanced,[6],"[32, 22, 51, 6, 4, 28]"
876,Balanced,[31],"[28, 26, 40, 38, 23, 35, 46, 18, 31]"
877,Conservative,"[37, 47, 38]","[32, 37, 47, 18, 38, 23]"
878,Balanced,"[11, 43]","[11, 23, 35, 43, 54]"
879,Assertive,"[39, 32]","[33, 39, 34, 48, 44, 35, 26, 32, 21]"
880,Assertive,"[46, 32]","[52, 53, 46, 7, 20, 45, 24, 32]"
881,Assertive,"[9, 37]","[29, 9, 31, 37]"
882,Assertive,"[43, 37]","[52, 15, 45, 43, 20, 21, 37, 28, 34, 48, 35]"
883,Balanced,"[11, 31]","[11, 15, 32, 30, 31, 25, 49, 21, 16]"
884,Balanced,[],"[34, 10]"
885,Balanced,"[43, 31]","[43, 34, 54, 38, 22, 48, 23, 31]"
886,Assertive,"[37, 32, 43]","[25, 37, 24, 36, 44, 32, 43]"
887,Balanced,"[31, 33]","[32, 31, 15, 24, 48, 44, 38, 33]"
888,Assertive,"[43, 27, 49, 32]","[43, 27, 49, 32, 18, 47, 28]"
889,Assertive,[37],"[51, 52, 37, 26, 33, 48, 34, 16, 57, 45]"
890,Assertive,"[10, 32, 12]","[24, 10, 40, 29, 32, 12]"
891,Balanced,[43],"[26, 43, 44, 17]"
892,Assertive,"[43, 23]","[44, 48, 19, 54, 21, 22, 30, 43, 23, 36]"
893,Balanced,"[11, 31]","[36, 19, 38, 11, 58, 44, 42, 32, 20, 31]"
894,Balanced,[],"[58, 25, 22]"
895,Assertive,"[39, 32]","[25, 35, 33, 42, 39, 50, 32, 34, 29, 28, 26, 40]"
896,Balanced,"[13, 37]","[40, 35, 46, 13, 37, 36, 50, 28]"
897,Assertive,"[32, 43]","[45, 32, 28, 33, 43, 6, 17, 38, 48, 44]"
898,Assertive,"[32, 27, 13]","[32, 26, 27, 33, 13, 55]"
899,Assertive,"[43, 49, 32]","[52, 21, 43, 49, 42, 32, 45, 31]"
900,Balanced,[43],"[16, 47, 14, 21, 45, 46, 35, 41, 53, 8, 43, 36, 15]"
901,Balanced,[55],"[25, 52, 21, 20, 36, 38, 55, 15, 32, 26, 16, 35, 48, 54]"
902,Aggressive,"[32, 19]","[32, 38, 4, 31, 53, 19]"
903,Balanced,[],"[30, 21, 25, 18, 34, 27, 44]"
904,Assertive,"[43, 12]","[43, 44, 21, 12, 14, 53]"
905,Aggressive,"[18, 45, 49]","[31, 53, 42, 18, 29, 45, 49]"
906,Assertive,"[41, 37, 32, 39, 10]","[41, 37, 55, 32, 38, 57, 39, 58, 10]"
907,Assertive,"[37, 12, 46, 49]","[37, 12, 33, 46, 28, 35, 24, 21, 49]"
908,Balanced,[33],"[27, 33, 16, 19, 45, 24, 14, 26, 41]"
909,Balanced,[],"[23, 15, 58]"
910,Assertive,"[43, 41]","[8, 47, 18, 38, 43, 41]"
911,Balanced,[33],"[57, 54, 36, 32, 19, 40, 21, 38, 27, 24, 52, 12, 33, 23]"
912,Assertive,"[41, 43]","[51, 41, 43, 50, 24, 14, 42, 29]"
913,Assertive,"[32, 27]","[32, 27, 24, 35]"
914,Balanced,[],"[38, 19, 34, 54, 32, 47, 44, 23]"
915,Assertive,[37],"[45, 16, 36, 37, 40, 38, 14, 28, 18, 58, 35]"
916,Balanced,[60],"[60, 51, 35, 24, 47, 36]"
917,Balanced,"[33, 39, 13]","[14, 32, 33, 39, 40, 34, 13, 22, 42]"
918,Balanced,"[39, 37]","[39, 29, 41, 28, 46, 34, 37, 52, 45]"
919,Balanced,[31],"[42, 14, 31, 17, 24, 53]"
920,Assertive,"[41, 32, 27]","[41, 32, 27, 24]"
921,Balanced,"[55, 33]","[16, 47, 15, 55, 9, 19, 33, 36]"
922,Assertive,[37],"[18, 37, 28, 53, 33, 42, 25, 35]"
923,Aggressive,"[49, 10, 24, 41, 23, 9]","[50, 35, 49, 31, 10, 21, 24, 41, 23, 43, 42, 9, 37, 22]"
924,Balanced,[],"[53, 38, 58, 24, 25, 30, 27]"
925,Assertive,"[41, 32]","[36, 41, 19, 32, 45]"
926,Aggressive,"[45, 49]","[45, 60, 26, 22, 49, 43]"
927,Balanced,[55],"[30, 48, 52, 54, 32, 55, 41]"
928,Balanced,[],"[29, 28, 30, 36, 45, 40, 44, 51, 34, 27]"
929,Aggressive,"[27, 41, 30, 10]","[27, 41, 14, 30, 52, 22, 44, 37, 10]"
930,Assertive,"[43, 23]","[43, 15, 16, 45, 29, 25, 23, 18, 22, 24]"
931,Balanced,"[55, 31]","[55, 56, 22, 51, 31, 42, 38]"
932,Balanced,[13],"[46, 38, 13, 8, 44, 27]"
933,Balanced,[],"[42, 26, 29]"
934,Balanced,[31],"[28, 4, 26, 29, 53, 35, 31, 15, 40, 25, 50, 30]"
935,Balanced,"[37, 33]","[30, 37, 35, 53, 33, 10, 15, 50]"
936,Assertive,[10],"[31, 18, 8, 15, 29, 21, 26, 10]"
937,Assertive,[46],"[35, 24, 18, 28, 21, 51, 46, 34, 58]"
938,Balanced,"[37, 43]","[30, 19, 48, 44, 37, 27, 43]"
939,Balanced,"[55, 33]","[55, 33, 41, 32, 45, 23, 27, 29]"
940,Assertive,"[46, 13, 41]","[22, 48, 46, 52, 24, 13, 40, 41]"
941,Balanced,[37],"[16, 19, 27, 37, 42, 14, 53]"
942,Assertive,[9],"[16, 19, 44, 9, 17, 21]"
943,Aggressive,[34],"[29, 37, 34, 26, 43]"
944,Balanced,"[37, 39, 31, 13]","[37, 27, 38, 22, 18, 39, 31, 21, 30, 13, 17]"
945,Assertive,"[37, 12, 43]","[44, 37, 12, 33, 31, 34, 43]"
946,Balanced,[],"[30, 42, 32]"
947,Assertive,"[37, 23]","[37, 35, 23]"
948,Assertive,"[37, 10, 27, 32, 23]","[21, 35, 16, 51, 37, 7, 10, 31, 29, 27, 25, 32, 23, 20, 56, 40]"
949,Balanced,"[31, 33]","[26, 35, 29, 41, 30, 31, 38, 10, 32, 50, 33]"
950,Balanced,"[33, 37]","[33, 30, 38, 53, 37, 14, 48]"
951,Assertive,[],"[8, 29, 7, 20, 16, 14, 18, 45, 26]"
952,Balanced,"[33, 31, 43]","[33, 5, 31, 46, 43, 34, 28]"
953,Balanced,"[31, 37]","[31, 38, 20, 49, 52, 47, 37, 29, 46, 41, 34]"
954,Assertive,[39],"[29, 39, 33, 28, 18, 38]"
955,Assertive,"[43, 49, 9]","[48, 33, 31, 19, 43, 42, 49, 14, 21, 9, 16, 20]"
956,Balanced,"[37, 11, 31]","[52, 14, 27, 53, 37, 30, 11, 25, 29, 18, 31]"
957,Balanced,"[13, 37]","[34, 20, 23, 13, 46, 18, 37, 30]"
958,Balanced,[],"[18, 26, 38, 35, 28, 29, 52, 25, 27]"
959,Assertive,[39],"[8, 30, 34, 28, 40, 51, 39, 25]"
960,Assertive,"[32, 41]","[22, 57, 29, 33, 18, 50, 19, 32, 14, 41]"
961,Balanced,"[11, 31, 37]","[34, 22, 11, 49, 31, 15, 23, 48, 37]"
962,Balanced,[],"[29, 42, 40, 23, 25, 53]"
963,Assertive,"[37, 43]","[48, 37, 25, 30, 53, 24, 29, 43, 40, 18, 44]"
964,Balanced,[33],"[48, 28, 12, 9, 40, 56, 22, 18, 33]"
965,Assertive,[37],"[16, 37, 4]"
966,Assertive,"[41, 32, 11]","[30, 19, 41, 51, 26, 32, 6, 18, 47, 11, 22, 16, 17, 55]"
967,Balanced,"[13, 39, 33, 31]","[13, 39, 32, 27, 33, 44, 31, 40, 36]"
968,Balanced,[],"[58, 28, 27]"
969,Assertive,[],"[14, 34, 38, 28, 36, 24]"
970,Balanced,[37],"[22, 8, 37, 44, 38, 48, 32, 25, 34, 29, 30]"
971,Conservative,"[47, 38, 52, 33, 11]","[47, 32, 48, 38, 52, 33, 11, 24]"
972,Assertive,[32],"[19, 26, 48, 29, 51, 38, 36, 32]"
973,Balanced,"[37, 33]","[21, 37, 33, 35, 50, 34, 47]"
974,Assertive,"[49, 10, 43]","[42, 48, 36, 30, 54, 49, 10, 55, 28, 35, 43, 38]"
975,Assertive,"[37, 39, 9, 27]","[35, 42, 29, 24, 55, 37, 34, 39, 33, 9, 27, 53, 47, 40]"
976,Assertive,"[32, 23, 39, 9]","[38, 24, 42, 32, 23, 25, 50, 39, 19, 9]"
977,Balanced,"[13, 55, 39, 43]","[36, 13, 25, 55, 26, 47, 35, 32, 22, 39, 38, 21, 43, 58]"
978,Balanced,"[55, 33]","[21, 20, 29, 52, 55, 12, 33, 26]"
979,Assertive,[],"[30, 38, 7, 34, 52, 40, 44]"
980,Balanced,"[39, 33]","[30, 20, 4, 39, 42, 18, 33, 21]"
981,Balanced,[11],"[34, 54, 19, 16, 12, 50, 45, 11, 30, 28, 29]"
982,Balanced,[6],"[49, 20, 14, 6, 36, 54]"
983,Balanced,"[39, 55]","[41, 50, 38, 24, 39, 35, 19, 40, 55]"
984,Balanced,"[11, 37]","[50, 23, 34, 16, 38, 40, 22, 41, 11, 26, 32, 37]"
985,Balanced,[],"[34, 41, 23, 36, 20, 22, 49, 42, 54, 38, 48]"
